representative_id,repeat,wp,representative_type,component,density_kg_m3,enthalpy_J_kg,entropy_J_kgK,fluid,phase,pressure_Pa,quality,state,temperature_K
S5_DCA_density,1,DC-A,density,HE_EXPANSION,16.25184914312914,398212.8805880843,1657.2049278748543,R236ea,gas,256124.88473668284,-1.0,30,312.01914188395585
S5_DCA_density,1,DC-A,density,HE_EXPANSION,15.970830826005033,397989.6590556842,1657.3662647292113,R236ea,gas,251718.00203102283,-1.0,31,311.6771831436522
S5_DCA_density,1,DC-A,density,HE_EXPANSION,15.690098511271115,397762.52709147654,1657.530807329254,R236ea,gas,247311.11932536282,-1.0,32,311.3304183989303
S5_DCA_density,1,DC-A,density,HE_EXPANSION,15.40964764893223,397531.34843624785,1657.6986744238081,R236ea,gas,242904.2366197028,-1.0,33,310.9786774082994
S5_DCA_density,1,DC-A,density,HE_EXPANSION,15.129473564962314,397295.97950683517,1657.869991418406,R236ea,gas,238497.3539140428,-1.0,34,310.62178076825177
S5_DCA_density,1,DC-A,density,HE_EXPANSION,14.849571453486343,397056.2688588531,1658.0448908795665,R236ea,gas,234090.4712083828,-1.0,35,310.25953923844287
S5_DCA_density,1,DC-A,density,HE_EXPANSION,14.569936368348046,396812.0565990684,1658.2235130876115,R236ea,gas,229683.5885027228,-1.0,36,309.89175300338337
S5_DCA_density,1,DC-A,density,HE_EXPANSION,14.290563214002962,396563.17374163115,1658.40600664368,R236ea,gas,225276.70579706278,-1.0,37,309.51821086331523
S5_DCA_density,1,DC-A,density,HE_EXPANSION,14.011446735668006,396309.44150158996,1658.5925291374879,R236ea,gas,220869.82309140277,-1.0,38,309.13868934595536
S5_DCA_density,1,DC-A,density,HE_EXPANSION,13.732581508651279,396050.6705181912,1658.7832478832038,R236ea,gas,216462.94038574278,-1.0,39,308.75295172960676
S5_DCA_density,1,DC-A,density,HE_EXPANSION,13.453961926775555,395786.6599994034,1658.978340731979,R236ea,gas,212056.05768008277,-1.0,40,308.36074696679503
S5_DCA_density,1,DC-A,density,HE_EXPANSION,13.175582189798234,395517.19677785307,1659.1779969708696,R236ea,gas,207649.17497442276,-1.0,41,307.9618084959942
S5_DCA_density,1,DC-A,density,HE_EXPANSION,12.897436289717813,395242.054266903,1659.3824183194001,R236ea,gas,203242.29226876274,-1.0,42,307.5558529271541
S5_DCA_density,1,DC-A,density,HE_EXPANSION,12.61951799584183,394960.9913038981,1659.5918200367487,R236ea,gas,198835.40956310273,-1.0,43,307.14257858457034
S5_DCA_density,1,DC-A,density,HE_EXPANSION,12.341820838474934,394673.7508655795,1659.8064321545926,R236ea,gas,194428.52685744275,-1.0,44,306.7216638880635
S5_DCA_density,1,DC-A,density,HE_EXPANSION,12.064338091065212,394380.05863829126,1660.0265008530885,R236ea,gas,190021.64415178273,-1.0,45,306.29276555040997
S5_DCA_density,1,DC-A,density,HE_EXPANSION,11.787062750624624,394079.62142277835,1660.2522900003494,R236ea,gas,185614.76144612272,-1.0,46,305.8555165653601
S5_DCA_density,1,DC-A,density,HE_EXPANSION,11.509987516211694,393772.1253500105,1660.4840828792649,R236ea,gas,181207.8787404627,-1.0,47,305.409523956303
S5_DCA_density,1,DC-A,density,HE_EXPANSION,11.233104765233646,393457.23388044775,1660.7221841296287,R236ea,gas,176800.9960348027,-1.0,48,304.95436625050087
S5_DCA_density,1,DC-A,density,HE_EXPANSION,10.956406527287374,393134.585554339,1660.9669219385567,R236ea,gas,172394.1133291427,-1.0,49,304.4895906376741
S5_DCA_density,2,DC-A,density,HE_EXPANSION,24.83439129592019,403564.9464502703,1653.4481377315967,R236ea,gas,388331.365906483,-1.0,0,320.6350468496799
S5_DCA_density,2,DC-A,density,HE_EXPANSION,24.543081628592358,403418.47461484966,1653.5480662853993,R236ea,gas,383924.483200823,-1.0,1,320.38658213056806
S5_DCA_density,2,DC-A,density,HE_EXPANSION,24.2521604738257,403270.27848469175,1653.6493392649484,R236ea,gas,379517.600495163,-1.0,2,320.13604404863827
S5_DCA_density,2,DC-A,density,HE_EXPANSION,23.961625038541023,403120.3190055037,1653.7519889841826,R236ea,gas,375110.717789503,-1.0,3,319.88338366961773
S5_DCA_density,2,DC-A,density,HE_EXPANSION,23.671472504856855,402968.5557666396,1653.8560489265865,R236ea,gas,370703.835083843,-1.0,4,319.62855037131186
S5_DCA_density,2,DC-A,density,HE_EXPANSION,23.381700028779555,402814.94693725463,1653.9615538019993,R236ea,gas,366296.952378183,-1.0,5,319.37149176397514
S5_DCA_density,2,DC-A,density,HE_EXPANSION,23.092304738829785,402659.4491986417,1654.0685396068832,R236ea,gas,361890.069672523,-1.0,6,319.1121536059064
